make,model,year,engine_fuel_type,engine_hp,engine_cylinders,transmission_type,driven_wheels,number_of_doors,market_category,vehicle_size,vehicle_style,highway_mpg,city_mpg,popularity
7802,infiniti,q50,2017,premium_unleaded_(required),208.0,6,automatic,all_wheel_drive,2,luxury,midsize,sedan,28,22,190
9666,mercedes-benz,sl-class,2016,premium_unleaded_(required),577.0,6,automatic,rear_wheel_drive,2,"factory_tuner,luxury,high-performance",compact,convertible,25,16,617
3236,cadillac,cts_wagon,2013,regular_unleaded,270.0,6,automatic,all_wheel_drive,2,luxury,midsize,wagon,26,18,1624
2829,plymouth,colt,1993,regular_unleaded,113.0,6,manual,front_wheel_drive,2,,compact,sedan,31,23,535
2502,dodge,charger,2017,regular_unleaded,292.0,6,automatic,rear_wheel_drive,2,performance,large,sedan,30,19,1851
317,nissan,370z,2015,premium_unleaded_(required),332.0,6,automatic,rear_wheel_drive,2,high-performance,compact,convertible,25,18,2009
1200,honda,accord_crosstour,2011,regular_unleaded,271.0,6,automatic,all_wheel_drive,2,"crossover,hatchback",midsize,4dr_hatchback,26,18,2202
7919,infiniti,qx50,2015,premium_unleaded_(recommended),325.0,6,automatic,all_wheel_drive,2,"crossover,luxury",midsize,4dr_suv,24,17,190
2278,gmc,canyon,2015,regular_unleaded,200.0,6,automatic,four_wheel_drive,2,,compact,extended_cab_pickup,25,19,549
7463,volkswagen,passat,2015,regular_unleaded,170.0,6,manual,front_wheel_drive,2,,midsize,sedan,35,24,873
8844,honda,s2000,2008,premium_unleaded_(required),237.0,6,manual,rear_wheel_drive,2,"factory_tuner,high-performance",compact,convertible,25,18,2202
8262,land_rover,range_rover_evoque,2017,premium_unleaded_(recommended),240.0,6,automatic,all_wheel_drive,2,"crossover,luxury",compact,4dr_suv,29,21,258
7988,audi,r8,2015,premium_unleaded_(required),525.0,6,manual,all_wheel_drive,2,"luxury,high-performance",compact,coupe,19,12,3105
2658,chevrolet,c/k_1500_series,1998,regular_unleaded,200.0,6,manual,rear_wheel_drive,2,,large,extended_cab_pickup,21,16,1385
1174,hyundai,accent,2014,regular_unleaded,138.0,6,automatic,front_wheel_drive,2,hatchback,compact,4dr_hatchback,37,27,1439
1088,audi,a4,2017,premium_unleaded_(recommended),252.0,6,automated_manual,all_wheel_drive,2,"luxury,performance",midsize,sedan,31,24,3105
8734,chevrolet,s-10_blazer,1994,regular_unleaded,165.0,6,manual,rear_wheel_drive,2,,compact,2dr_suv,20,15,1385
8020,mitsubishi,raider,2007,regular_unleaded,210.0,6,automatic,four_wheel_drive,2,,compact,crew_cab_pickup,18,14,436
8602,kia,rondo,2009,regular_unleaded,192.0,6,automatic,front_wheel_drive,2,,compact,wagon,26,18,1720
4064,chevrolet,equinox,2016,regular_unleaded,182.0,6,automatic,front_wheel_drive,2,crossover,compact,4dr_suv,32,22,1385
11789,cadillac,xts,2017,premium_unleaded_(required),410.0,6,automatic,all_wheel_drive,2,"luxury,high-performance",large,sedan,23,16,1624
7295,honda,odyssey,2015,regular_unleaded,248.0,6,automatic,front_wheel_drive,2,,large,passenger_minivan,28,19,2202
10578,chevrolet,tracker,2002,regular_unleaded,155.0,6,automatic,four_wheel_drive,2,,compact,4dr_suv,19,16,1385
2091,mercedes-benz,c-class,2017,premium_unleaded_(required),241.0,6,automatic,all_wheel_drive,2,luxury,midsize,sedan,31,24,617
4635,ford,f-250,1999,regular_unleaded,220.0,6,manual,rear_wheel_drive,2,,large,extended_cab_pickup,17,13,5657
601,mercedes-benz,560-class,1990,regular_unleaded,238.0,6,automatic,rear_wheel_drive,2,luxury,large,sedan,16,12,617
5428,volkswagen,golf_sportwagen,2015,regular_unleaded,170.0,6,automatic,front_wheel_drive,2,,compact,wagon,35,25,873
7753,audi,q3,2015,premium_unleaded_(recommended),200.0,6,automatic,all_wheel_drive,2,"crossover,luxury",compact,4dr_suv,28,20,3105
11205,nissan,van,1990,regular_unleaded,106.0,6,manual,rear_wheel_drive,2,,compact,passenger_minivan,20,16,2009
2219,toyota,camry_solara,2006,regular_unleaded,157.0,6,manual,front_wheel_drive,2,,midsize,coupe,30,21,2031
10657,ford,transit_connect,2015,regular_unleaded,169.0,6,automatic,front_wheel_drive,2,,compact,cargo_minivan,29,21,5657
5858,subaru,impreza_wrx,2014,premium_unleaded_(required),265.0,6,manual,all_wheel_drive,2,"hatchback,performance",compact,4dr_hatchback,25,19,640
9029,gmc,savana,2016,flex-fuel_(unleaded/e85),285.0,6,automatic,rear_wheel_drive,2,flex_fuel,large,passenger_van,16,11,549
11517,bmw,x5,2016,diesel,255.0,6,automatic,all_wheel_drive,2,"crossover,luxury,diesel",midsize,4dr_suv,30,23,3916
624,mazda,5,2013,regular_unleaded,157.0,6,automatic,front_wheel_drive,2,,compact,passenger_minivan,28,22,586
9819,kia,sorento,2015,regular_unleaded,191.0,6,automatic,all_wheel_drive,2,crossover,midsize,4dr_suv,25,19,1720
8998,hyundai,santa_fe,2017,regular_unleaded,290.0,6,automatic,front_wheel_drive,2,crossover,midsize,4dr_suv,23,17,1439
4978,nissan,frontier,2016,regular_unleaded,261.0,6,automatic,four_wheel_drive,2,,compact,extended_cab_pickup,21,15,2009
5580,lexus,gs_350,2017,premium_unleaded_(required),311.0,6,automatic,all_wheel_drive,2,"luxury,performance",midsize,sedan,26,19,454
3115,honda,crosstour,2014,regular_unleaded,278.0,6,automatic,all_wheel_drive,2,"crossover,hatchback",midsize,4dr_hatchback,28,19,2202
8829,mercedes-benz,s-class,2016,premium_unleaded_(required),449.0,6,automatic,rear_wheel_drive,2,"luxury,high-performance",large,sedan,26,17,617
8615,volkswagen,routan,2010,regular_unleaded,251.0,6,automatic,front_wheel_drive,2,,midsize,passenger_minivan,25,17,873
4823,suzuki,forenza,2007,regular_unleaded,127.0,6,automatic,front_wheel_drive,2,,compact,sedan,28,19,481
7111,mazda,mx-5_miata,2015,premium_unleaded_(recommended),167.0,6,manual,rear_wheel_drive,2,performance,compact,convertible,28,21,586
1996,kia,borrego,2009,regular_unleaded,276.0,6,automatic,four_wheel_drive,2,,midsize,4dr_suv,21,16,1720
8090,dodge,ram_250,1991,regular_unleaded,125.0,6,manual,rear_wheel_drive,2,,large,regular_cab_pickup,13,11,1851
4472,ford,f-150,2015,regular_unleaded,325.0,6,automatic,rear_wheel_drive,2,flex_fuel,large,extended_cab_pickup,26,19,5657
11807,subaru,xv_crosstrek,2015,regular_unleaded,148.0,6,manual,all_wheel_drive,2,crossover,compact,4dr_suv,31,23,640
2486,dodge,charger,2015,regular_unleaded,292.0,6,automatic,all_wheel_drive,2,,large,sedan,27,18,1851
8342,ford,ranger,2009,regular_unleaded,207.0,6,manual,four_wheel_drive,2,,compact,extended_cab_pickup,19,15,5657
11301,hyundai,veracruz,2011,regular_unleaded,260.0,6,automatic,all_wheel_drive,2,crossover,midsize,4dr_suv,21,16,1439
1580,chevrolet,avalanche,2012,flex-fuel_(unleaded/e85),320.0,6,automatic,rear_wheel_drive,2,"crossover,flex_fuel",large,crew_cab_pickup,21,15,1385
6045,volkswagen,jetta_hybrid,2013,premium_unleaded_(required),170.0,6,automated_manual,front_wheel_drive,2,hybrid,midsize,sedan,48,42,873
5870,subaru,impreza,2015,regular_unleaded,148.0,6,automatic,all_wheel_drive,2,,compact,sedan,37,28,640
8818,mercedes-benz,s-class,2015,premium_unleaded_(required),449.0,6,automatic,rear_wheel_drive,2,"luxury,high-performance",large,sedan,26,17,617
7125,mazda,mx-5_miata,2016,premium_unleaded_(recommended),155.0,6,automatic,rear_wheel_drive,2,performance,compact,convertible,36,27,586
3002,chevrolet,corvette,2016,premium_unleaded_(recommended),455.0,6,manual,rear_wheel_drive,2,high-performance,compact,convertible,29,17,1385
4601,ford,f-250,1997,regular_unleaded,220.0,6,manual,four_wheel_drive,2,,large,regular_cab_pickup,17,12,5657
143,bmw,3_series,2015,premium_unleaded_(required),180.0,6,automatic,rear_wheel_drive,2,luxury,midsize,sedan,36,24,3916
4813,suzuki,forenza,2007,regular_unleaded,127.0,6,automatic,front_wheel_drive,2,,compact,sedan,28,19,481
10766,chevrolet,trax,2015,regular_unleaded,138.0,6,automatic,all_wheel_drive,2,crossover,compact,4dr_suv,31,24,1385
6727,nissan,maxima,2014,premium_unleaded_(recommended),290.0,6,automatic,front_wheel_drive,2,performance,midsize,sedan,26,19,2009
10072,pontiac,sunbird,1994,regular_unleaded,110.0,6,manual,front_wheel_drive,2,,compact,coupe,32,22,210
5251,hyundai,genesis_coupe,2015,premium_unleaded_(recommended),348.0,6,automatic,rear_wheel_drive,2,high-performance,midsize,coupe,25,16,1439
3452,dodge,dakota,2009,regular_unleaded,210.0,6,automatic,four_wheel_drive,2,flex_fuel,compact,crew_cab_pickup,18,14,1851
3605,cadillac,dts,2010,premium_unleaded_(recommended),292.0,6,automatic,front_wheel_drive,2,luxury,large,sedan,22,15,1624
7871,infiniti,q70,2016,premium_unleaded_(required),330.0,6,automatic,all_wheel_drive,2,"luxury,performance",large,sedan,24,18,190
11534,bmw,x6,2017,premium_unleaded_(required),300.0,6,automatic,all_wheel_drive,2,"crossover,luxury",midsize,4dr_suv,24,18,3916
4420,mitsubishi,expo,1993,regular_unleaded,136.0,6,manual,front_wheel_drive,2,hatchback,compact,4dr_hatchback,26,19,436
2171,chevrolet,camaro,2015,regular_unleaded,323.0,6,manual,rear_wheel_drive,2,performance,midsize,convertible,28,17,1385
4975,nissan,frontier,2016,regular_unleaded,261.0,6,automatic,rear_wheel_drive,2,,compact,crew_cab_pickup,22,16,2009
5171,infiniti,g37,2009,premium_unleaded_(required),325.0,6,manual,rear_wheel_drive,2,"luxury,performance",midsize,convertible,24,16,190
10972,toyota,tundra,2016,flex-fuel_(unleaded/e85),381.0,6,automatic,rear_wheel_drive,2,flex_fuel,large,extended_cab_pickup,18,13,2031
4720,honda,fit,2017,regular_unleaded,130.0,6,automatic,front_wheel_drive,2,hatchback,compact,4dr_hatchback,40,33,2202
2832,plymouth,colt,1993,regular_unleaded,113.0,6,manual,front_wheel_drive,2,,compact,wagon,26,21,535
1527,cadillac,ats,2015,premium_unleaded_(recommended),272.0,6,automatic,all_wheel_drive,2,"luxury,performance",compact,sedan,28,20,1624
7424,porsche,panamera,2015,premium_unleaded_(required),310.0,6,automated_manual,rear_wheel_drive,2,"luxury,performance",large,sedan,28,18,1715
10422,volkswagen,tiguan,2016,premium_unleaded_(recommended),200.0,6,automatic,all_wheel_drive,2,crossover,compact,4dr_suv,26,20,873
8809,gmc,s-15,1990,regular_unleaded,160.0,6,manual,four_wheel_drive,2,,compact,regular_cab_pickup,19,15,549
9516,chevrolet,silverado_1500,2015,flex-fuel_(unleaded/e85),285.0,6,automatic,rear_wheel_drive,2,flex_fuel,large,crew_cab_pickup,24,18,1385
6078,volkswagen,jetta_sportwagen,2013,diesel,140.0,6,manual,front_wheel_drive,2,diesel,compact,wagon,42,30,873
690,mazda,626,2001,premium_unleaded_(required),165.0,6,manual,front_wheel_drive,2,,midsize,sedan,25,19,586
2288,gmc,canyon,2015,regular_unleaded,200.0,6,automatic,rear_wheel_drive,2,,compact,crew_cab_pickup,27,20,549
3302,oldsmobile,cutlass_calais,1990,regular_unleaded,180.0,6,manual,front_wheel_drive,2,,compact,coupe,29,19,26
5785,infiniti,i30,2001,premium_unleaded_(required),227.0,6,automatic,front_wheel_drive,2,"luxury,performance",midsize,sedan,24,17,190
9542,chevrolet,silverado_1500,2015,flex-fuel_(unleaded/e85),285.0,6,automatic,rear_wheel_drive,2,flex_fuel,large,crew_cab_pickup,24,18,1385
6602,infiniti,m45,2009,premium_unleaded_(required),325.0,6,automatic,rear_wheel_drive,2,"luxury,high-performance",large,sedan,21,16,190
10921,hyundai,tucson,2017,regular_unleaded,175.0,6,automated_manual,front_wheel_drive,2,crossover,compact,4dr_suv,30,25,1439
5782,infiniti,i30,1999,regular_unleaded,190.0,6,manual,front_wheel_drive,2,"luxury,performance",midsize,sedan,24,19,190
5788,infiniti,i35,2003,premium_unleaded_(required),255.0,6,automatic,front_wheel_drive,2,"luxury,performance",midsize,sedan,24,17,190
4561,ford,f-150,2017,flex-fuel_(unleaded/e85),282.0,6,automatic,four_wheel_drive,2,flex_fuel,large,crew_cab_pickup,23,17,5657
1187,hyundai,accent,2016,regular_unleaded,137.0,6,manual,front_wheel_drive,2,,compact,sedan,38,27,1439
1191,plymouth,acclaim,1995,regular_unleaded,100.0,6,automatic,front_wheel_drive,2,,compact,sedan,26,19,535
8337,ford,ranger,2009,regular_unleaded,207.0,6,manual,four_wheel_drive,2,,compact,extended_cab_pickup,19,15,5657
6350,maybach,landaulet,2011,premium_unleaded_(required),620.0,6,automatic,rear_wheel_drive,2,"exotic,luxury,high-performance",large,convertible,16,10,67
3572,mitsubishi,diamante,2004,premium_unleaded_(required),205.0,6,automatic,front_wheel_drive,2,,midsize,sedan,23,15,436
6976,mitsubishi,montero_sport,2002,regular_unleaded,165.0,6,automatic,four_wheel_drive,2,,midsize,4dr_suv,19,15,436
9954,audi,sq5,2017,premium_unleaded_(required),354.0,6,automatic,all_wheel_drive,2,"crossover,factory_tuner,luxury,performance",midsize,4dr_suv,24,17,3105
1834,volkswagen,beetle_convertible,2015,diesel,150.0,6,manual,front_wheel_drive,2,diesel,compact,convertible,40,30,873
11791,cadillac,xts,2017,regular_unleaded,304.0,6,automatic,front_wheel_drive,2,"luxury,performance",large,sedan,28,18,1624
9303,gmc,sierra_1500_hybrid,2011,regular_unleaded,332.0,6,automatic,four_wheel_drive,2,hybrid,large,crew_cab_pickup,23,20,549
10319,ford,tempo,1992,regular_unleaded,96.0,6,manual,front_wheel_drive,2,,compact,sedan,30,21,5657
7399,chrysler,pacifica,2007,regular_unleaded,255.0,6,automatic,front_wheel_drive,2,crossover,large,wagon,22,15,1013
5726,toyota,highlander_hybrid,2015,regular_unleaded,280.0,6,automatic,all_wheel_drive,2,"crossover,hybrid",midsize,4dr_suv,28,27,2031
10469,acura,tl,2012,premium_unleaded_(required),305.0,6,automatic,all_wheel_drive,2,"luxury,performance",midsize,sedan,26,18,204
2499,dodge,charger,2017,premium_unleaded_(recommended),485.0,6,automatic,rear_wheel_drive,2,"factory_tuner,high-performance",large,sedan,25,15,1851
6035,volkswagen,jetta_gli,2014,premium_unleaded_(recommended),210.0,6,manual,front_wheel_drive,2,performance,midsize,sedan,33,23,873
10016,dodge,stratus,2005,regular_unleaded,200.0,6,manual,front_wheel_drive,2,performance,midsize,coupe,27,18,1851
10980,toyota,tundra,2016,regular_unleaded,381.0,6,automatic,rear_wheel_drive,2,,large,extended_cab_pickup,18,13,2031
4196,ford,escape,2015,premium_unleaded_(recommended),178.0,6,automatic,all_wheel_drive,2,crossover,compact,4dr_suv,30,22,5657
3827,oldsmobile,eighty-eight,1999,regular_unleaded,205.0,6,automatic,front_wheel_drive,2,,large,sedan,27,17,26
10684,ford,transit_connect,2017,flex-fuel_(unleaded/e85),169.0,6,automatic,front_wheel_drive,2,,compact,passenger_minivan,27,19,5657
878,saab,9000,1996,regular_unleaded,225.0,6,manual,front_wheel_drive,2,"hatchback,factory_tuner,luxury,performance",midsize,4dr_hatchback,25,18,376
1455,bentley,arnage,2008,premium_unleaded_(required),450.0,6,automatic,rear_wheel_drive,2,"exotic,luxury,performance",large,sedan,15,9,520
8583,nissan,rogue,2016,regular_unleaded,170.0,6,automatic,front_wheel_drive,2,crossover,midsize,4dr_suv,33,26,2009
10475,acura,tl,2013,premium_unleaded_(recommended),305.0,6,automatic,all_wheel_drive,2,"luxury,performance",midsize,sedan,26,18,204
10906,hyundai,tucson,2015,regular_unleaded,182.0,6,automatic,front_wheel_drive,2,crossover,compact,4dr_suv,28,21,1439
5371,volkswagen,golf_gti,2015,premium_unleaded_(recommended),220.0,6,manual,front_wheel_drive,2,"hatchback,performance",compact,4dr_hatchback,34,25,873
7955,infiniti,qx80,2016,premium_unleaded_(recommended),400.0,6,automatic,four_wheel_drive,2,luxury,large,4dr_suv,19,13,190
11150,aston_martin,v8_vantage,2014,premium_unleaded_(required),420.0,6,manual,rear_wheel_drive,2,"exotic,high-performance",compact,coupe,19,13,259
8667,lexus,rx_330,2005,regular_unleaded,230.0,6,automatic,front_wheel_drive,2,"crossover,luxury",midsize,4dr_suv,23,17,454
1694,mazda,b-series_pickup,1999,regular_unleaded,160.0,6,manual,four_wheel_drive,2,,compact,extended_cab_pickup,19,15,586
9487,chevrolet,silverado_1500_hybrid,2012,regular_unleaded,332.0,6,automatic,four_wheel_drive,2,hybrid,large,crew_cab_pickup,23,20,1385
2092,mercedes-benz,c-class,2017,premium_unleaded_(required),503.0,6,automatic,rear_wheel_drive,2,"factory_tuner,luxury,high-performance",midsize,coupe,23,17,617
6932,tesla,model_s,2016,electric,,6,direct_drive,all_wheel_drive,2,"exotic,high-performance",large,sedan,105,92,1391
11242,hyundai,veloster,2016,regular_unleaded,201.0,6,automated_manual,front_wheel_drive,2,"hatchback,performance",compact,2dr_hatchback,33,27,1439
9329,gmc,sierra_1500,2015,flex-fuel_(unleaded/e85),285.0,6,automatic,rear_wheel_drive,2,flex_fuel,large,extended_cab_pickup,24,18,549
10264,chevrolet,tahoe,2016,flex-fuel_(unleaded/e85),355.0,6,automatic,four_wheel_drive,2,flex_fuel,large,4dr_suv,22,16,1385
5331,volkswagen,gli,2009,premium_unleaded_(recommended),200.0,6,manual,front_wheel_drive,2,performance,compact,sedan,31,21,873
7788,infiniti,q50,2016,premium_unleaded_(recommended),360.0,6,automatic,rear_wheel_drive,2,"luxury,high-performance,hybrid",midsize,sedan,34,28,190
832,saab,9-3,2009,premium_unleaded_(recommended),210.0,6,automatic,front_wheel_drive,2,luxury,midsize,sedan,28,19,376
7337,subaru,outback,2015,regular_unleaded,175.0,6,automatic,all_wheel_drive,2,crossover,midsize,4dr_suv,33,25,640
591,fiat,500x,2016,regular_unleaded,180.0,6,automatic,all_wheel_drive,2,crossover,compact,4dr_suv,30,21,819
5716,chevrolet,hhr,2010,flex-fuel_(unleaded/e85),155.0,6,manual,front_wheel_drive,2,flex_fuel,compact,wagon,32,22,1385
5731,toyota,highlander,2015,regular_unleaded,270.0,6,automatic,all_wheel_drive,2,crossover,midsize,4dr_suv,24,18,2031
109,volvo,240,1992,regular_unleaded,114.0,6,manual,rear_wheel_drive,2,luxury,midsize,sedan,26,19,870
7498,honda,passport,2001,regular_unleaded,205.0,6,automatic,four_wheel_drive,2,,midsize,4dr_suv,19,15,2202
1052,audi,a3,2017,premium_unleaded_(recommended),186.0,6,automated_manual,front_wheel_drive,2,luxury,compact,convertible,34,25,3105
1311,suzuki,aerio,2005,regular_unleaded,155.0,6,automatic,all_wheel_drive,2,,compact,wagon,26,21,481
668,bmw,6_series,2017,premium_unleaded_(required),445.0,6,automatic,rear_wheel_drive,2,"luxury,high-performance",midsize,convertible,24,17,3916
8445,buick,reatta,1991,regular_unleaded,170.0,6,automatic,front_wheel_drive,2,,compact,coupe,25,16,155
7456,volkswagen,passat,2015,regular_unleaded,170.0,6,automatic,front_wheel_drive,2,,midsize,sedan,36,24,873
5168,infiniti,g37,2009,premium_unleaded_(required),330.0,6,automatic,all_wheel_drive,2,luxury,midsize,coupe,25,18,190
5588,lexus,gs_450h,2015,premium_unleaded_(required),338.0,6,automatic,rear_wheel_drive,2,"luxury,performance,hybrid",midsize,sedan,34,29,454
10882,acura,tsx,2013,premium_unleaded_(recommended),201.0,6,automatic,front_wheel_drive,2,luxury,midsize,sedan,31,22,204
843,saab,9-3,2010,premium_unleaded_(recommended),207.0,6,automatic,all_wheel_drive,2,luxury,compact,wagon,27,17,376
4509,ford,f-150,2015,flex-fuel_(unleaded/e85),282.0,6,automatic,four_wheel_drive,2,flex_fuel,large,crew_cab_pickup,23,17,5657
11566,volvo,xc60,2015,regular_unleaded,325.0,6,automatic,all_wheel_drive,2,"crossover,luxury,performance",midsize,4dr_suv,24,17,870
11586,volvo,xc60,2016,regular_unleaded,250.0,6,automatic,all_wheel_drive,2,"crossover,luxury",midsize,4dr_suv,26,19,870
9076,kia,sedona,2015,regular_unleaded,276.0,6,automatic,front_wheel_drive,2,,midsize,passenger_minivan,24,18,1720
4547,ford,f-150,2016,regular_unleaded,325.0,6,automatic,rear_wheel_drive,2,flex_fuel,large,crew_cab_pickup,26,19,5657
5354,mercedes-benz,glk-class,2015,premium_unleaded_(required),302.0,6,automatic,all_wheel_drive,2,"crossover,luxury,performance",midsize,4dr_suv,25,18,617
4752,cadillac,fleetwood,1996,regular_unleaded,260.0,6,automatic,rear_wheel_drive,2,luxury,large,sedan,24,15,1624
10071,pontiac,sunbird,1994,regular_unleaded,110.0,6,manual,front_wheel_drive,2,,compact,convertible,32,22,210
5677,volkswagen,gti,2014,premium_unleaded_(recommended),200.0,6,manual,front_wheel_drive,2,"hatchback,performance",compact,4dr_hatchback,31,21,873
5582,lexus,gs_400,1999,regular_unleaded,300.0,6,automatic,rear_wheel_drive,2,"luxury,performance",midsize,sedan,22,16,454
1485,chevrolet,astro,2004,regular_unleaded,190.0,6,automatic,rear_wheel_drive,2,,large,passenger_minivan,19,14,1385
5423,volkswagen,golf_r,2017,premium_unleaded_(recommended),292.0,6,automated_manual,all_wheel_drive,2,"hatchback,factory_tuner,high-performance",compact,4dr_hatchback,30,23,873
